"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_016743855.1_ASM1674385v1_genomic.fna","GCF_016864255.1_ASM1686425v1_genomic.fna","GCF_017584065.1_ASM1758406v1_genomic.fna","GCF_017603725.1_ASM1760372v1_genomic.fna","GCF_017815655.1_ASM1781565v1_genomic.fna","GCF_017815675.1_ASM1781567v1_genomic.fna","GCF_017815695.1_ASM1781569v1_genomic.fna","GCF_017897965.1_ASM1789796v1_genomic.fna","GCF_017898005.1_ASM1789800v1_genomic.fna","GCF_017898025.1_ASM1789802v1_genomic.fna","GCF_018219285.1_ASM1821928v1_genomic.fna","GCF_018219325.1_ASM1821932v1_genomic.fna","GCF_018279145.1_ASM1827914v1_genomic.fna","GCF_018516845.1_ASM1851684v1_genomic.fna","GCF_018516925.1_ASM1851692v1_genomic.fna","GCF_018517045.1_ASM1851704v1_genomic.fna","GCF_018517065.1_ASM1851706v1_genomic.fna","GCF_018517085.1_ASM1851708v1_genomic.fna","GCF_018517105.1_ASM1851710v1_genomic.fna","GCF_018517185.1_ASM1851718v1_genomic.fna"
"group_6212","","hypothetical protein","3","3","1","1","6309","235","1","","1178","1178","1178","GCF_016743855.1_ASM1674385v1_genomic.fna_00567","","","","","","GCF_017815695.1_ASM1781569v1_genomic.fna_00586","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00627","","","","","",""
"group_6215","","hypothetical protein","3","3","1","1","4724","1","1639","","1178","1178","1178","","","","","","","","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00573","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00514","GCF_018517085.1_ASM1851708v1_genomic.fna_00517","",""
"group_624","","hypothetical protein","3","3","1","1","817","1","3104","","707","707","707","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02695","","","GCF_017815695.1_ASM1781569v1_genomic.fna_02887","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02709","","","","","","","","","",""
"group_628","","hypothetical protein","3","3","1","1","4675","1","2527","","1196","1904","1606","","","","","","","","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_02525","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_02719","GCF_018517105.1_ASM1851710v1_genomic.fna_02827",""
"group_6283","","hypothetical protein","3","3","1","1","432","334","1","","1295","1295","1295","","","GCF_017584065.1_ASM1758406v1_genomic.fna_01751","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_01672","","","","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_01707",""
"group_6291","","hypothetical protein","3","3","1","1","6235","1","1820","","1295","1295","1295","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00822","GCF_017815655.1_ASM1781565v1_genomic.fna_00824","","","","","","","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_01853","","","",""
"group_632","","hypothetical protein","3","3","1","1","887","1","9","","155","155","155","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02700","","","GCF_017815695.1_ASM1781569v1_genomic.fna_02881","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02714","","","","","","","","","",""
"group_6335","","hypothetical protein","3","3","1","1","1987","1","4181","","908","908","908","","","","","","","","","","","","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_00967","GCF_018517065.1_ASM1851706v1_genomic.fna_00859","GCF_018517085.1_ASM1851708v1_genomic.fna_02536","",""
"group_6340","","hypothetical protein","3","3","1","1","3881","1","3318","","908","908","908","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02657","GCF_017815655.1_ASM1781565v1_genomic.fna_03052","","GCF_017815695.1_ASM1781569v1_genomic.fna_03155","","","","","","","","","","","","",""
"group_6343","","hypothetical protein","3","3","1","1","940","1","3738","","908","908","908","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02865","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02812","","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_02492","",""
"group_6369","","hypothetical protein","3","3","1","1","4536","1","3020","","953","953","953","","","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_00145","","","GCF_018516925.1_ASM1851692v1_genomic.fna_00122","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_00150"
"group_6370","","hypothetical protein","3","3","1","1","5552","1","784","","953","953","953","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_01575","GCF_017898005.1_ASM1789800v1_genomic.fna_01575","","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_01457","","","","",""
"group_6406","","hypothetical protein","3","3","1","1","1470","1","1953","","836","836","836","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00270","","","","","","","","","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_01213","","","GCF_018517105.1_ASM1851710v1_genomic.fna_00329",""
"group_641","","hypothetical protein","3","3","1","1","7266","1","3667","","359","359","359","","","","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_00551","GCF_018219285.1_ASM1821928v1_genomic.fna_02253","GCF_018219325.1_ASM1821932v1_genomic.fna_00652","","","","","","","",""
"group_6453","","hypothetical protein","3","4","1.34","1","809","1","2473","","290","290","290","","","GCF_017584065.1_ASM1758406v1_genomic.fna_02992","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02482","","","GCF_018517045.1_ASM1851704v1_genomic.fna_02740	GCF_018517045.1_ASM1851704v1_genomic.fna_02804","","","",""
"group_6459","","hypothetical protein","3","3","1","1","1471","1","1981","","290","290","290","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00271","","","","","","","","","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_01212","","","GCF_018517105.1_ASM1851710v1_genomic.fna_00328",""
"group_6525","","hypothetical protein","3","3","1","1","1538","1","755","","1292","1292","1292","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_01592","GCF_017898005.1_ASM1789800v1_genomic.fna_01592","","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_02699","","","","",""
"group_6528","","hypothetical protein","3","14","4.67","1","7282","1","3881","","1292","1292","1292","","","","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_00079	GCF_017898025.1_ASM1789802v1_genomic.fna_00111	GCF_017898025.1_ASM1789802v1_genomic.fna_00126	GCF_017898025.1_ASM1789802v1_genomic.fna_00192	GCF_017898025.1_ASM1789802v1_genomic.fna_00203	GCF_017898025.1_ASM1789802v1_genomic.fna_00626	GCF_017898025.1_ASM1789802v1_genomic.fna_02148	GCF_017898025.1_ASM1789802v1_genomic.fna_02347	GCF_017898025.1_ASM1789802v1_genomic.fna_02452","GCF_018219285.1_ASM1821928v1_genomic.fna_00381	GCF_018219285.1_ASM1821928v1_genomic.fna_01601	GCF_018219285.1_ASM1821928v1_genomic.fna_01864	GCF_018219285.1_ASM1821928v1_genomic.fna_02825","GCF_018219325.1_ASM1821932v1_genomic.fna_02520","","","","","","","",""
"group_6546","","hypothetical protein","3","3","1","1","4556","1","3606","","194","194","194","","","","","","GCF_017815675.1_ASM1781567v1_genomic.fna_02836","","GCF_017897965.1_ASM1789796v1_genomic.fna_02925","GCF_017898005.1_ASM1789800v1_genomic.fna_02925","","","","","","","","","","",""
"group_6593","","hypothetical protein","3","3","1","1","1396","100","1","","1295","1295","1295","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_01636","GCF_017898005.1_ASM1789800v1_genomic.fna_01636","","","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_01176","","","",""
"group_6607","","hypothetical protein","3","3","1","1","3200","372","1","","1295","1295","1295","","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02214","","GCF_017815695.1_ASM1781569v1_genomic.fna_02197","","","GCF_017898025.1_ASM1789802v1_genomic.fna_00742","","","","","","","","","",""
"group_661","","hypothetical protein","3","3","1","1","782","1","1995","","329","1406","1047","","GCF_016864255.1_ASM1686425v1_genomic.fna_00284","","","","","","","","","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_00261","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_00295"
"group_6611","","hypothetical protein","3","3","1","1","930","1","1993","","1295","1295","1295","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00679","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_00903","","","","","","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_00320",""
"group_6632","","hypothetical protein","3","3","1","1","458","1","507","","959","959","959","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02759","GCF_017815655.1_ASM1781565v1_genomic.fna_02822","","GCF_017815695.1_ASM1781569v1_genomic.fna_02824","","","","","","","","","","","","",""
"group_6633","","hypothetical protein","3","3","1","1","6032","1","641","","959","959","959","","","","","","GCF_017815675.1_ASM1781567v1_genomic.fna_00309","","GCF_017897965.1_ASM1789796v1_genomic.fna_00315","GCF_017898005.1_ASM1789800v1_genomic.fna_00315","","","","","","","","","","",""
"group_6637","","hypothetical protein","3","3","1","1","789","1","2445","","959","959","959","","","","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_01535","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_00259","","","GCF_018517085.1_ASM1851708v1_genomic.fna_00241","",""
"group_667","","putative zinc-binding alcohol dehydrogenase","3","3","1","1","2748","320","1","","290","947","509","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00276","GCF_017815655.1_ASM1781565v1_genomic.fna_00275","","","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00333","","","","","",""
"group_673","","hypothetical protein","3","3","1","1","82","1","1608","","803","803","803","GCF_016743855.1_ASM1674385v1_genomic.fna_01311","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_01983","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_01302","",""
"group_6751","","hypothetical protein","3","3","1","1","3834","1","3275","","1172","1172","1172","","","","","","GCF_017815675.1_ASM1781567v1_genomic.fna_02842","","GCF_017897965.1_ASM1789796v1_genomic.fna_02932","GCF_017898005.1_ASM1789800v1_genomic.fna_02932","","","","","","","","","","",""
"group_6752","","hypothetical protein","3","3","1","1","3846","1","3285","","1172","1172","1172","","","","","","GCF_017815675.1_ASM1781567v1_genomic.fna_02845","","GCF_017897965.1_ASM1789796v1_genomic.fna_02935","GCF_017898005.1_ASM1789800v1_genomic.fna_02935","","","","","","","","","","",""
"group_6753","","hypothetical protein","3","3","1","1","5920","4","2","","1172","1172","1172","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_00691","GCF_017898005.1_ASM1789800v1_genomic.fna_00691","","","","","","","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_00753",""
"group_6754","","hypothetical protein","3","3","1","1","1539","1","757","","1172","1172","1172","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_01593","GCF_017898005.1_ASM1789800v1_genomic.fna_01593","","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_02697","","","","",""
"group_6765","","hypothetical protein","3","7","2.34","1","3488","1","1118","","1172","1172","1172","","","GCF_017584065.1_ASM1758406v1_genomic.fna_02306","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_03037","","","GCF_018516925.1_ASM1851692v1_genomic.fna_00611	GCF_018516925.1_ASM1851692v1_genomic.fna_00850	GCF_018516925.1_ASM1851692v1_genomic.fna_02585	GCF_018516925.1_ASM1851692v1_genomic.fna_02643	GCF_018516925.1_ASM1851692v1_genomic.fna_02717","","","","",""
"group_6843","","hypothetical protein","3","3","1","1","4548","1","3585","","680","680","680","","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02843","","","GCF_017897965.1_ASM1789796v1_genomic.fna_03151","GCF_017898005.1_ASM1789800v1_genomic.fna_03151","","","","","","","","","","",""
"group_6853","","hypothetical protein","3","3","1","1","1186","1","2608","","680","680","680","","","","","","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02415","","GCF_018516925.1_ASM1851692v1_genomic.fna_02824","","GCF_018517065.1_ASM1851706v1_genomic.fna_02880","","",""
"group_6899","","hypothetical protein","3","3","1","1","4812","1","2509","","404","404","404","","","GCF_017584065.1_ASM1758406v1_genomic.fna_03069","","","GCF_017815675.1_ASM1781567v1_genomic.fna_02995","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_03142","","","","","","","","","",""
"group_6927","","hypothetical protein","3","3","1","1","1408","1","2847","","1547","1547","1547","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02737","GCF_017815655.1_ASM1781565v1_genomic.fna_02800","","GCF_017815695.1_ASM1781569v1_genomic.fna_02846","","","","","","","","","","","","",""
"group_6950","","hypothetical protein","3","3","1","1","4557","1","3602","","353","353","353","","","","","","GCF_017815675.1_ASM1781567v1_genomic.fna_02833","","GCF_017897965.1_ASM1789796v1_genomic.fna_02924","GCF_017898005.1_ASM1789800v1_genomic.fna_02924","","","","","","","","","","",""
"group_6955","","hypothetical protein","3","3","1","1","4633","1","3632","","353","353","353","","","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02888","","","GCF_018516925.1_ASM1851692v1_genomic.fna_02614","GCF_018517045.1_ASM1851704v1_genomic.fna_01832","","","",""
"group_6957","","hypothetical protein","3","3","1","1","1407","1","2848","","353","353","353","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02738","GCF_017815655.1_ASM1781565v1_genomic.fna_02801","","GCF_017815695.1_ASM1781569v1_genomic.fna_02845","","","","","","","","","","","","",""
"group_696","","hypothetical protein","3","3","1","1","1476","1","1450","","197","203","199","GCF_016743855.1_ASM1674385v1_genomic.fna_00958","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_01025","","","GCF_018516845.1_ASM1851684v1_genomic.fna_01025","","","","","",""
"group_6967","","hypothetical protein","3","3","1","1","5909","1","3402","","1250","1250","1250","","","GCF_017584065.1_ASM1758406v1_genomic.fna_02924","","","","GCF_017815695.1_ASM1781569v1_genomic.fna_02709","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02786","","","","","","","","","",""
"group_697","","hypothetical protein","3","3","1","1","1483","1","1446","","197","197","197","GCF_016743855.1_ASM1674385v1_genomic.fna_01177","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02271","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02195","","","","","","",""
"group_699","","hypothetical protein","3","3","1","1","5213","1","4457","","197","197","197","","","","","","","GCF_017815695.1_ASM1781569v1_genomic.fna_01732","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_01540","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00923","","",""
"group_7029","","hypothetical protein","3","3","1","1","5548","1","2466","","536","536","536","","","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02487","","","GCF_018516925.1_ASM1851692v1_genomic.fna_02342","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_02422",""
"group_7119","","hypothetical protein","3","3","1","1","1326","1","780","","953","953","953","","GCF_016864255.1_ASM1686425v1_genomic.fna_01496","","GCF_017603725.1_ASM1760372v1_genomic.fna_02872","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02804","","","","","","","","","",""
"group_7120","","hypothetical protein","3","3","1","1","1498","1","487","","953","953","953","GCF_016743855.1_ASM1674385v1_genomic.fna_01184","","","","","","","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00252","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_02538","",""
"group_7121","","hypothetical protein","3","3","1","1","2613","1","2438","","953","953","953","","GCF_016864255.1_ASM1686425v1_genomic.fna_00273","","","","GCF_017815675.1_ASM1781567v1_genomic.fna_00259","","","","","","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00261","","","","","",""
"group_7161","","hypothetical protein","3","3","1","1","5549","1","2467","","806","806","806","","","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02486","","","GCF_018516925.1_ASM1851692v1_genomic.fna_02341","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_02421",""
"group_7163","","hypothetical protein","3","3","1","1","5723","1","640","","806","806","806","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00285","GCF_017815655.1_ASM1781565v1_genomic.fna_00284","","GCF_017815695.1_ASM1781569v1_genomic.fna_00299","","","","","","","","","","","","",""
"group_72","","hypothetical protein","3","3","1","1","3068","1","2787","","680","680","680","","","","","","GCF_017815675.1_ASM1781567v1_genomic.fna_00534","","GCF_017897965.1_ASM1789796v1_genomic.fna_00540","GCF_017898005.1_ASM1789800v1_genomic.fna_00540","","","","","","","","","","",""
"group_721","gadC_3","Glutamate/gamma-aminobutyrate antiporter","3","3","1","1","5312","1","1859","","404","1112","876","","GCF_016864255.1_ASM1686425v1_genomic.fna_01423","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_01350","GCF_018219325.1_ASM1821932v1_genomic.fna_01430","","","","","","","",""
"group_7319","","hypothetical protein","3","3","1","1","3595","1","3432","","875","875","875","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02906","","","GCF_017815695.1_ASM1781569v1_genomic.fna_02902","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02783","","","","","","","","","",""
"group_7320","","hypothetical protein","3","3","1","1","3600","1","1311","","875","875","875","","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02830","","GCF_017815695.1_ASM1781569v1_genomic.fna_02928","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02898","","","","","","","","","",""
"group_74","","hypothetical protein","3","3","1","1","3091","1","2660","","416","419","417","","GCF_016864255.1_ASM1686425v1_genomic.fna_03092","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02984","","","GCF_018516925.1_ASM1851692v1_genomic.fna_02723","","","","",""
"group_7401","","hypothetical protein","3","3","1","1","3049","1","2715","","680","680","680","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_02741","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_02819","GCF_018517085.1_ASM1851708v1_genomic.fna_02680","",""
"group_7402","","hypothetical protein","3","3","1","1","3261","1","3139","","680","680","680","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02706","","","GCF_017815695.1_ASM1781569v1_genomic.fna_02875","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_02842","","",""
"group_7404","","hypothetical protein","3","3","1","1","1167","1","3142","","680","680","680","","GCF_016864255.1_ASM1686425v1_genomic.fna_02918","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02776","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02720","","","","","","","","","",""
"group_7408","","hypothetical protein","3","3","1","1","1281","1","554","","680","680","680","","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_03062","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02539","GCF_018516845.1_ASM1851684v1_genomic.fna_00232","","","","","",""
"group_762","","hypothetical protein","3","3","1","1","3627","1","3433","","335","416","389","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02907","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02782","","GCF_018219325.1_ASM1821932v1_genomic.fna_03138","","","","","","","",""
"group_783","","hypothetical protein","3","3","1","1","3319","1","1119","","752","752","752","","GCF_016864255.1_ASM1686425v1_genomic.fna_03086","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02981","","","GCF_018516925.1_ASM1851692v1_genomic.fna_02719","","","","",""
"group_784","ybdH","putative oxidoreductase YbdH","3","3","1","1","5354","1","3039","","623","797","739","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_01547","GCF_017898005.1_ASM1789800v1_genomic.fna_01547","GCF_017898025.1_ASM1789802v1_genomic.fna_03097","","","","","","","","","",""
"ltrA_2","","Group II intron-encoded protein LtrA","3","3","1","1","3693","1","3514","","1877","1877","1877","","","","","","GCF_017815675.1_ASM1781567v1_genomic.fna_02709","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02796","","","","","","","GCF_018517105.1_ASM1851710v1_genomic.fna_02665",""
"group_826","","hypothetical protein","3","3","1","1","4533","1","3058","","335","1076","829","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00121","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00117","","","GCF_018516845.1_ASM1851684v1_genomic.fna_00119","","","","","",""
"group_830","hsdR_1","Type-1 restriction enzyme R protein","3","3","1","1","1337","1","3761","","245","3149","2181","GCF_016743855.1_ASM1674385v1_genomic.fna_01977","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_02802","","","","","GCF_018517045.1_ASM1851704v1_genomic.fna_00932","","","",""
"group_835","","hypothetical protein","3","3","1","1","788","1","2444","","884","956","908","","","","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_01536","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_00260","","","GCF_018517085.1_ASM1851708v1_genomic.fna_00246","",""
"group_839","","hypothetical protein","3","3","1","1","775","1","2070","","377","377","377","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00332","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_01538","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_00264","","","","",""
"group_849","tqsA_1","AI-2 transport protein TqsA","3","3","1","1","2699","1","3803","","203","1181","855","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00383","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_00395","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_00413"
"group_862","crr","PTS system glucose-specific EIIA component","3","3","1","1","5823","57","1","","779","1982","1180","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00576","GCF_017815655.1_ASM1781565v1_genomic.fna_00578","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_00563","","",""
"group_870","","hypothetical protein","3","3","1","1","5105","1","4422","","302","302","302","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_00809","GCF_017898005.1_ASM1789800v1_genomic.fna_00809","","","","","","","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_00922"
"group_882","","hypothetical protein","3","3","1","1","5212","1","1444","","137","137","137","GCF_016743855.1_ASM1674385v1_genomic.fna_01175","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_02273","","","","","","","","GCF_018279145.1_ASM1827914v1_genomic.fna_02197","","","","","","",""
"group_886","lacE_2","Lactose-binding protein","3","3","1","1","1384","1","976","","587","1286","1053","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_01487","GCF_017815655.1_ASM1781565v1_genomic.fna_01491","","","","","","","","","","","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_01077"
"group_90","","hypothetical protein","3","3","1","1","1374","1","933","","1178","1178","1178","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_01088","GCF_017898005.1_ASM1789800v1_genomic.fna_01088","GCF_017898025.1_ASM1789802v1_genomic.fna_02245","","","","","","","","","",""
"group_923","","hypothetical protein","3","3","1","1","5997","1","1965","","395","803","650","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_00676","GCF_017815655.1_ASM1781565v1_genomic.fna_00678","","","","","","","","","","GCF_018516925.1_ASM1851692v1_genomic.fna_00682","","","","",""
"cypC_1","","Fatty-acid peroxygenase","3","3","1","1","2397","23","2","","581","1259","1010","","","","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_02401","","","","","","","GCF_018517085.1_ASM1851708v1_genomic.fna_02159","","GCF_018517185.1_ASM1851718v1_genomic.fna_02285"
"group_96","","hypothetical protein","3","15","5","1","4542","1","2490","","125","956","568","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00133	GCF_017584065.1_ASM1758406v1_genomic.fna_02814	GCF_017584065.1_ASM1758406v1_genomic.fna_02516	GCF_017584065.1_ASM1758406v1_genomic.fna_02815	GCF_017584065.1_ASM1758406v1_genomic.fna_02515	GCF_017584065.1_ASM1758406v1_genomic.fna_00132","","","","","","","","GCF_018219285.1_ASM1821928v1_genomic.fna_00540","GCF_018219325.1_ASM1821932v1_genomic.fna_00725	GCF_018219325.1_ASM1821932v1_genomic.fna_00297	GCF_018219325.1_ASM1821932v1_genomic.fna_02880	GCF_018219325.1_ASM1821932v1_genomic.fna_00893	GCF_018219325.1_ASM1821932v1_genomic.fna_00894	GCF_018219325.1_ASM1821932v1_genomic.fna_02879	GCF_018219325.1_ASM1821932v1_genomic.fna_00298	GCF_018219325.1_ASM1821932v1_genomic.fna_00724","","","","","","","",""
"group_969","","hypothetical protein","3","3","1","1","1294","1","3756","","404","1595","801","","","GCF_017584065.1_ASM1758406v1_genomic.fna_00299","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_01502","GCF_018219285.1_ASM1821928v1_genomic.fna_02800","","","","","","","","",""
"group_985","","hypothetical protein","3","3","1","1","7257","1","3668","","338","338","338","","","","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_00549","GCF_018219285.1_ASM1821928v1_genomic.fna_02254","GCF_018219325.1_ASM1821932v1_genomic.fna_00735","","","","","","","",""
"group_992","","hypothetical protein","3","3","1","1","5045","1","1558","","338","716","590","GCF_016743855.1_ASM1674385v1_genomic.fna_02655","","","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_02750","GCF_018517085.1_ASM1851708v1_genomic.fna_02627","",""
"group_1000","","hypothetical protein","2","2","1","1","6936","1","128","","431","431","431","","GCF_016864255.1_ASM1686425v1_genomic.fna_00833","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_00839","","","","","","","",""
"group_1003","","hypothetical protein","2","2","1","1","6922","1","444","","347","431","389","","GCF_016864255.1_ASM1686425v1_genomic.fna_02471","","","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_00565","","","","","","","","","",""
"group_1011","","hypothetical protein","2","2","1","1","5199","1","4484","","605","608","606","","","","","GCF_017815655.1_ASM1781565v1_genomic.fna_00790","","","","","","","","","","","","","","","GCF_018517185.1_ASM1851718v1_genomic.fna_00783"
"group_1020","","hypothetical protein","2","2","1","1","4662","1","1309","","1340","1340","1340","","GCF_016864255.1_ASM1686425v1_genomic.fna_03141","GCF_017584065.1_ASM1758406v1_genomic.fna_02805","","","","","","","","","","","","","","","","",""
"group_1022","","hypothetical protein","2","2","1","1","2114","1","2244","","1340","1340","1340","","","","","","","","GCF_017897965.1_ASM1789796v1_genomic.fna_01913","GCF_017898005.1_ASM1789800v1_genomic.fna_01913","","","","","","","","","","",""
"group_1026","","hypothetical protein","2","2","1","1","3599","1","3384","","194","194","194","","","","GCF_017603725.1_ASM1760372v1_genomic.fna_02904","","","","","","GCF_017898025.1_ASM1789802v1_genomic.fna_02785","","","","","","","","","",""
"group_103","","hypothetical protein","2","2","1","1","3283","1","2726","","1016","1190","1103","","","GCF_017584065.1_ASM1758406v1_genomic.fna_02906","","","","","","","","","","","","","","GCF_018517065.1_ASM1851706v1_genomic.fna_02803","","",""
"group_1032","hssS","hypothetical protein","2","2","1","1","4657","1","1791","","254","1319","786","","","GCF_017584065.1_ASM1758406v1_genomic.fna_02798","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02917","","","","","","","",""
"group_104","","hypothetical protein","2","2","1","1","7372","1","970","","926","1145","1035","GCF_016743855.1_ASM1674385v1_genomic.fna_01641","","","","","","","","","","","GCF_018219325.1_ASM1821932v1_genomic.fna_02830","","","","","","","",""
